; Candidate function boundaries for /home/andrew/netgearr8000/v2-staging/firmware/brcmfmac43602-pcie.ap.bin
; Detection: Thumb-2 'push {..,lr}' prologue -> nearest following
; 'pop {..,pc}' or 'bx lr' epilogue (approx=1 means no clean
; epilogue was found before the next prologue; end offset is the
; next prologue's start as a fallback boundary).
; Total candidates: 1879
; offset_start   offset_end  size_bytes  approx
0x065b10  0x065bd8       200  0
0x065bd8  0x065f8e       950  0
0x065f90  0x065fd0        64  1
0x065fd0  0x066036       102  0
0x06609a  0x0660ba        32  1
0x0660ba  0x0660d4        26  1
0x0660d4  0x0660f0        28  0
0x0660f8  0x06620e       278  0
0x066210  0x066242        50  0
0x06624c  0x066268        28  0
0x066274  0x0662b6        66  0
0x06630c  0x06634e        66  0
0x066364  0x06637c        24  0
0x066380  0x0663cc        76  0
0x0663d6  0x0663ec        22  0
0x0663f6  0x066504       270  0
0x066504  0x06654e        74  0
0x066550  0x066580        48  0
0x06658c  0x0665d0        68  0
0x0665d0  0x06665a       138  0
0x066664  0x0666a0        60  0
0x0666a8  0x0666dc        52  0
0x0666e6  0x066706        32  0
0x066706  0x06671a        20  0
0x06671a  0x066742        40  0
0x066742  0x066778        54  0
0x066780  0x06695c       476  0
0x066974  0x0669b4        64  0
0x0669c4  0x066a1c        88  0
0x066a1c  0x066a58        60  0
0x066a5c  0x066a64         8  0
0x066aa4  0x066b4a       166  0
0x066b60  0x066ba8        72  0
0x066bac  0x066be4        56  0
0x066be6  0x066d1e       312  0
0x066d38  0x066eb8       384  0
0x066f9a  0x067008       110  0
0x067008  0x0673cc       964  1
0x0673cc  0x067458       140  0
0x067470  0x0675cc       348  0
0x0675ec  0x067662       118  0
0x06767e  0x0677ce       336  0
0x0677ce  0x067832       100  0
0x067854  0x067884        48  0
0x067884  0x0678c4        64  0
0x06792a  0x06796a        64  0
0x067982  0x0679f4       114  0
0x067a10  0x067a32        34  0
0x067a40  0x067b60       288  0
0x067b62  0x067b88        38  0
0x067b8a  0x068108      1406  0
0x06810e  0x06814c        62  1
0x06814c  0x0682ec       416  0
0x0682f0  0x068bde      2286  0
0x068bfc  0x068c22        38  0
0x068c28  0x068cdc       180  0
0x068cf0  0x068d16        38  0
0x068d1c  0x068dbc       160  0
0x068de8  0x068ed2       234  0
0x068f20  0x068f48        40  0
0x068f4c  0x068f6a        30  0
0x068f70  0x0690d4       356  0
0x069134  0x069226       242  0
0x06922c  0x0692fe       210  0
0x0692fe  0x06931e        32  1
0x06931e  0x06935c        62  0
0x06935c  0x0693a6        74  0
0x0693a6  0x0694f8       338  0
0x06950e  0x069584       118  0
0x069584  0x069644       192  0
0x069664  0x06968c        40  0
0x069698  0x069838       416  0
0x069874  0x0698a6        50  0
0x0698b4  0x0698d0        28  1
0x0698d0  0x069916        70  0
0x069924  0x069a40       284  0
0x069a74  0x069b0c       152  0
0x069b20  0x069b4e        46  0
0x069b54  0x069be8       148  0
0x069c04  0x069d6e       362  0
0x069d88  0x069da4        28  0
0x069da8  0x069dec        68  0
0x069df2  0x069fa6       436  0
0x06a004  0x06a02c        40  0
0x06a02c  0x06a064        56  0
0x06a074  0x06a0a8        52  0
0x06a0b0  0x06a2ec       572  0
0x06a31c  0x06a3fc       224  0
0x06a42e  0x06a488        90  0
0x06a4a4  0x06a4c0        28  0
0x06a4c8  0x06a50a        66  0
0x06a51c  0x06a53e        34  0
0x06a53e  0x06a554        22  0
0x06a554  0x06a57a        38  0
0x06a580  0x06a678       248  0
0x06a680  0x06a706       134  0
0x06a70e  0x06a760        82  0
0x06a7d0  0x06a7e4        20  0
0x06a7e4  0x06a88a       166  0
0x06a898  0x06a97c       228  0
0x06a990  0x06a9d4        68  0
0x06a9d4  0x06aa9c       200  0
0x06aa9c  0x06aaf6        90  0
0x06aafc  0x06ad5c       608  0
0x06ada0  0x06b3cc      1580  0
0x06b3e8  0x06b43a        82  0
0x06b452  0x06b46a        24  0
0x06b470  0x06b4cc        92  0
0x06b4d2  0x06b568       150  0
0x06b570  0x06b5a6        54  0
0x06b5c4  0x06b604        64  0
0x06b610  0x06b66c        92  0
0x06b690  0x06b6ae        30  0
0x06b6b4  0x06b6d2        30  0
0x06b6d8  0x06b762       138  0
0x06b788  0x06b818       144  0
0x06b81c  0x06b918       252  0
0x06b94c  0x06b97e        50  0
0x06b984  0x06bb70       492  0
0x06bbb4  0x06bc04        80  0
0x06bc2e  0x06bc4c        30  1
0x06bc4c  0x06bd5a       270  0
0x06bdb4  0x06bde0        44  1
0x06bde0  0x06be1a        58  0
0x06be24  0x06be78        84  0
0x06be9c  0x06bed2        54  0
0x06bed2  0x06bedc        10  0
0x06bedc  0x06bf70       148  0
0x06bf88  0x06bfd0        72  0
0x06bfd4  0x06c000        44  0
0x06c00c  0x06c096       138  0
0x06c0b8  0x06c0e4        44  0
0x06c0f0  0x06c1b8       200  0
0x06c1e8  0x06c21a        50  0
0x06c21a  0x06c292       120  0
0x06c2c4  0x06c2e2        30  0
0x06c2ec  0x06c3e6       250  0
0x06c3ec  0x06c42c        64  0
0x06c42c  0x06c504       216  0
0x06c504  0x06c544        64  0
0x06c544  0x06c614       208  0
0x06c61a  0x06c7b4       410  0
0x06c7cc  0x06c808        60  0
0x06c808  0x06c8d8       208  0
0x06c8d8  0x06c914        60  0
0x06c914  0x06c97c       104  0
0x06c97c  0x06c99c        32  0
0x06c99c  0x06c9b8        28  0
0x06c9b8  0x06ca50       152  0
0x06ca7c  0x06cac0        68  0
0x06cad8  0x06cb70       152  0
0x06cba0  0x06cbf8        88  0
0x06cc18  0x06cc44        44  0
0x06cc50  0x06cca8        88  0
0x06ccbc  0x06ccda        30  0
0x06cce0  0x06cd06        38  0
0x06cd16  0x06cdac       150  0
0x06cdac  0x06ce3a       142  0
0x06ce3e  0x06cf24       230  0
0x06cf30  0x06cf94       100  0
0x06cfa0  0x06cfbc        28  0
0x06cfc0  0x06d17a       442  0
0x06d1f8  0x06d240        72  0
0x06d248  0x06d270        40  0
0x06d274  0x06d298        36  1
0x06d298  0x06d360       200  0
0x06d36c  0x06d3ae        66  0
0x06d3c4  0x06d3e0        28  0
0x06d3e0  0x06d424        68  0
0x06d430  0x06d452        34  0
0x06d458  0x06d4ec       148  0
0x06d510  0x06d550        64  0
0x06d55c  0x06d57a        30  0
0x06d580  0x06d5f4       116  0
0x06d634  0x06d656        34  0
0x06d65c  0x06d69a        62  0
0x06d6a8  0x06d746       158  0
0x06d768  0x06d7a6        62  0
0x06d7a8  0x06d830       136  0
0x06d838  0x06d858        32  0
0x06d95c  0x06db18       444  0
0x06db1a  0x06db8a       112  0
0x06db9a  0x06e058      1214  0
0x06e090  0x06e0ec        92  0
0x06e0f0  0x06e9f8      2312  0
0x06ea32  0x06edb4       898  0
0x06edbc  0x06ee66       170  0
0x06ee78  0x06f168       752  0
0x06f184  0x06f21c       152  0
0x06f224  0x06f316       242  0
0x06f338  0x06f862      1322  0
0x06f874  0x06fb22       686  0
0x06fb54  0x06fbae        90  0
0x06fbb8  0x06fbfe        70  0
0x06fc00  0x06fc54        84  0
0x06fc56  0x06fe64       526  0
0x06fe68  0x06ff92       298  0
0x06ff9c  0x070010       116  0
0x070010  0x070052        66  0
0x070054  0x07017a       294  0
0x070216  0x070268        82  0
0x070268  0x0702ce       102  0
0x0702d0  0x0702d8         8  1
0x0702d8  0x070382       170  0
0x070384  0x07038c         8  1
0x07038c  0x0703b4        40  0
0x0703b4  0x0703ba         6  1
0x0703ba  0x07057c       450  0
0x070584  0x07059c        24  1
0x07059c  0x0705b0        20  1
0x0705b0  0x070604        84  1
0x070604  0x070664        96  0
0x070664  0x07066c         8  1
0x07066c  0x0707f0       388  1
0x0707f0  0x070874       132  0
0x07087c  0x070898        28  0
0x0708a2  0x07091a       120  0
0x07091c  0x070bf8       732  1
0x070bf8  0x070c10        24  1
0x070c10  0x070c18         8  1
0x070c18  0x070c1c         4  1
0x070c1c  0x070c24         8  1
0x070c24  0x070df6       466  0
0x070dfc  0x070e04         8  1
0x070e04  0x070e08         4  1
0x070e08  0x070e10         8  1
0x070e10  0x070e18         8  1
0x070e18  0x070e24        12  1
0x070e24  0x070e30        12  1
0x070e30  0x070e38         8  1
0x070e38  0x070e40         8  1
0x070e40  0x070e44         4  1
0x070e44  0x070e48         4  1
0x070e48  0x070e4c         4  1
0x070e4c  0x070e50         4  1
0x070e50  0x070e5c        12  1
0x070e5c  0x07105a       510  0
0x071068  0x071092        42  0
0x0710ac  0x0710d0        36  0
0x0710d8  0x071124        76  0
0x07113c  0x071160        36  0
0x071164  0x071180        28  0
0x071184  0x0711e8       100  0
0x0711fc  0x071268       108  0
0x07127c  0x071298        28  0
0x07129c  0x0712de        66  0
0x0712f4  0x071312        30  0
0x071318  0x071340        40  0
0x071344  0x0713aa       102  0
0x0713c8  0x0713e8        32  0
0x0713ec  0x07143a        78  0
0x07144c  0x071476        42  0
0x071480  0x071560       224  0
0x071590  0x0715b2        34  0
0x0715bc  0x07167c       192  0
0x07169c  0x071728       140  0
0x07174c  0x07177e        50  0
0x071784  0x0717b4        48  0
0x0717b4  0x0717bc         8  1
0x0717bc  0x07185a       158  0
0x07185c  0x071864         8  1
0x071864  0x071888        36  1
0x071888  0x071902       122  0
0x071920  0x07193c        28  0
0x071940  0x071970        48  1
0x071970  0x071a24       180  0
0x071a50  0x071b68       280  0
0x071b8c  0x071bd2        70  0
0x071bd8  0x071bee        22  0
0x071bf0  0x071c52        98  0
0x071c5c  0x071c78        28  0
0x071c78  0x071cae        54  0
0x071cb4  0x071d12        94  0
0x071d1c  0x071d34        24  0
0x071d34  0x071db6       130  0
0x071dcc  0x071dea        30  0
0x071dec  0x071e7e       146  0
0x071e90  0x071eb8        40  0
0x071ebc  0x071f46       138  0
0x071f68  0x071f94        44  0
0x071f98  0x0720a8       272  0
0x0720c0  0x0720e0        32  1
0x0720e0  0x072190       176  1
0x072190  0x07219c        12  0
0x07219c  0x0721e6        74  0
0x0721fc  0x07224e        82  0
0x072258  0x07234c       244  0
0x072370  0x072396        38  0
0x07239c  0x072478       220  0
0x0724bc  0x0725a2       230  0
0x0725e8  0x07264a        98  0
0x072654  0x0726a2        78  0
0x0726a4  0x0727b0       268  0
0x0727ec  0x07281a        46  0
0x072824  0x072846        34  0
0x072850  0x0728b8       104  0
0x0728cc  0x0728ea        30  0
0x0728f0  0x072a70       384  0
0x072ad8  0x072b70       152  0
0x072b70  0x072c3e       206  0
0x072c78  0x072c94        28  0
0x072c98  0x072cbe        38  0
0x072cc4  0x072d20        92  0
0x072d34  0x072d9c       104  0
0x072da8  0x072dc4        28  0
0x072dc8  0x072e36       110  0
0x072e48  0x072e62        26  0
0x07ba24  0x07ba28         4  1
0x07ba28  0x07bfe8      1472  1
0x07bfe8  0x07bfec         4  1
0x07bfec  0x07c5ac      1472  1
0x07c5ac  0x07c5b0         4  1
0x07c5b0  0x07ddd2      6178  0
0x07f990  0x07f994         4  1
0x07f994  0x0859b6     24610  1
0x0859b6  0x085a34       126  0
0x0902e4  0x0902f4        16  1
0x0902f4  0x09152a      4662  0
